Instance,30,,,40,,,50,,,60,,,70,,,80,,,90,,
,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA
iq80321.cnf,2937863.5,2936170.8,2934647.9,2945855,2944783.4,2944245.9,2948787,2948342.6,2947960.4,2949991.3,2949697.1,2949662.9,2950474.8,2950305.8,2950289.7,2950661.6,2950584.7,2950579,2950733.6,2950702.1,2950693
ixdp425.cnf,2890343.8,2888528.5,2887070.2,2898250.6,2897128.1,2896572.5,2901095.8,2900353.3,2900163.9,2902166.4,2901832.7,2901755.9,2902602.6,2902446.8,2902406.6,2902777.1,2902710.3,2902677.7,2902842.4,2902799.4,2902797.9
jmr3904.cnf,2653449.6,2652228.1,2650869.5,2660375.6,2659643.2,2659231.2,2662816.2,2662476.5,2662250.5,2663757.4,2663529.8,2663522.9,2664111.7,2664002.1,2663965.2,2664242.3,2664188.7,2664175.2,2664283.4,2664257,2664254.9
jtst.cnf,2838332.4,2836854,2835162.4,2845604.7,2844869.6,2844271.6,2848334.7,2847814.9,2847675.6,2849389.7,2849117.8,2849058,2849780.5,2849672.6,2849625.5,2849926.8,2849875.1,2849862.3,2849980.8,2849955.4,2849953.5
linux.cnf,2782948.4,2781201.1,2779895.8,2791832.7,2790858.7,2790375.5,2795187.8,2794624.3,2794378.6,2796661.8,2796309.3,2796211.6,2797299.9,2797120.2,2797076.1,2797602.6,2797508.2,2797470.2,2797733.3,2797684.3,2797680.6
lpcmt.cnf,2876406.5,2874986.4,2873584.3,2883666.8,2882752.9,2882411.8,2886299.1,2885940.1,2885668.3,2887326.5,2887077.6,2887034.7,2887716.6,2887617.7,2887552.1,2887862.2,2887804.1,2887792.9,2887913.3,2887886.4,2887884.3
m5272c3.cnf,3262365,3260250.3,3259099.1,3271544.5,3270406.5,3269766.1,3274935.1,3274283.4,3273925.2,3276342.8,3275905,3275797.6,3276941.3,3276733.6,3276700.3,3277184.7,3277073.1,3277057.5,3277288.4,3277236.4,3277225.3
mac7100evb.cnf,2806726,2805401,2804081.8,2813643.5,2812944.9,2812443.7,2816077.5,2815672.1,2815605.6,2817001.1,2816767.1,2816699.1,2817348.5,2817266,2817229.7,2817483.9,2817441.2,2817422.9,2817529.4,2817507.9,2817506.3
mace1.cnf,2806921.1,2805367.8,2804130.2,2813703.3,2813036.7,2812335.8,2816117.2,2815707,2815464.6,2817022.9,2816800.5,2816748.7,2817359.2,2817272.8,2817235.8,2817488.9,2817439,2817421.2,2817531.5,2817513.4,2817499
malta_mips32_4kc.cnf,2824600.1,2822662.5,2821349.8,2832699.2,2831618.6,2831128.6,2835682.5,2835162.6,2834921.3,2836917.4,2836591,2836473.2,2837432.5,2837271.3,2837191.3,2837641.1,2837542.8,2837538.5,2837723.6,2837689.7,2837675.9
malta_mips64_5kc.cnf,2824691.3,2822854.7,2821164.6,2832639.4,2831838.8,2831122.5,2835700.5,2835032.3,2835014.1,2836952.5,2836731.2,2836573.3,2837488,2837386.1,2837277.3,2837715.8,2837639.2,2837632.3,2837803.7,2837762.5,2837768.9
mb93091.cnf,2915426,2914077,2912616.2,2923456.2,2922427.6,2921965.7,2926406.9,2925815.8,2925732.4,2927560.1,2927217.6,2927186.8,2928027.3,2927850.6,2927826.8,2928215.1,2928132.3,2928117.4,2928288.1,2928243,2928249.9
mb93093.cnf,2827653.1,2825990.9,2823628.8,2835154,2834113.9,2833749.4,2837921.7,2837424.8,2837142.2,2839030.6,2838743.2,2838667.3,2839473.2,2839332.2,2839280.7,2839648.5,2839564.3,2839561.7,2839719.4,2839685.9,2839679.1
mbx.cnf,3138970,3136651.5,3135464.3,3147174.6,3146287.5,3145580.2,3150333.9,3149779.8,3149586.1,3151615.3,3151274.9,3151217.6,3152128.1,3151948.2,3151967.3,3152340.7,3152264.3,3152245.5,3152419.1,3152379.1,3152374.4
mcb2100.cnf,2876436.7,2874900.2,2873502.9,2883724.6,2882815.5,2882263.1,2886338,2885886.9,2885639.6,2887344.4,2887092,2887041.5,2887725.7,2887612,2887574.5,2887869,2887805.2,2887800.6,2887915.8,2887892.5,2887882.5
moab.cnf,3047093,3045161.2,3043334.4,3055849.1,3054707,3053956.5,3059190.2,3058428.9,3058160.7,3060591.6,3060134.6,3060172.6,3061211.3,3060979.9,3060918.8,3061466,3061351.2,3061324.8,3061571.2,3061518.4,3061513.7
mpc50.cnf,2709308.6,2708649,2706889.6,2716007.6,2715322.7,2714935.8,2718350.7,2717998.9,2717706.5,2719235.7,2719037.7,2719025.8,2719577.3,2719482.4,2719459.3,2719706,2719664.2,2719650.5,2719744.6,2719725.1,2719724.7
nano.cnf,2999856.9,2998481.3,2996879.6,3009666.8,3008802.8,3008195.1,3013473.4,3012860.7,3012628.4,3015052.8,3014706,3014521.9,3015758,3015585.1,3015458,3016058.5,3015969.7,3015927.2,3016195,3016145.4,3016129
npwr.cnf,2947762.4,2946529,2944877.2,2955934.3,2955001.1,2954640.6,2958882.5,2958464,2958253.6,2960079.3,2959834.6,2959782.1,2960566,2960421.5,2960364.2,2960766.5,2960711.2,2960685.1,2960843.1,2960814.2,2960807.5
ocelot.cnf,2972752.6,2971257.6,2969267.6,2980911.8,2980168.1,2979552.3,2983977.6,2983423.7,2983151.1,2985272.3,2985024.5,2984966.4,2985802.6,2985655.1,2985629.4,2986021.2,2985949.7,2985951.3,2986104,2986075.7,2986056.7
olpce2294.cnf,3023527.2,3022196.5,3019996.9,3032283.8,3031366.8,3030597.4,3035496.6,3034799,3034719.3,3036830.3,3036494.3,3036422.3,3037406.9,3037247.5,3037178.5,3037645.6,3037549.3,3037536.2,3037739.8,3037694.1,3037685.9
